"","Date","Eth.Exchange.Rate","Eth.Addresses.Total","Eth.Authors","Eth.New.Projects","Eth.Transactions","Eth.Transactions.Cum","Eth.Loc","Unix"
"512",2016-12-03,7.92,862630,NA,NA,41357,13520243,3091856,1480723200
"513",2016-12-04,7.44,868190,NA,NA,39643,13559886,3091856,1480809600
"514",2016-12-05,6.82,874903,NA,NA,41613,13601499,3091993,1480896000
"515",2016-12-06,7.87,877485,NA,NA,48200,13649699,3091692,1480982400
"516",2016-12-07,8.38,879373,NA,NA,41757,13691456,3091692,1481068800
"517",2016-12-08,8.23,881066,NA,NA,39587,13731043,3091696,1481155200
"518",2016-12-09,8.45,882875,NA,NA,41444,13772487,3091696,1481241600
"519",2016-12-10,8.13,886258,NA,NA,40564,13813051,3091972,1481328000
"520",2016-12-11,8.19,888937,NA,NA,39164,13852215,3091972,1481414400
"521",2016-12-12,8.52,890669,NA,NA,38741,13890956,3093498,1481500800
"522",2016-12-13,8.42,892266,NA,NA,44664,13935620,3093503,1481587200
"523",2016-12-14,8.27,895504,NA,NA,47294,13982914,3093694,1481673600
"524",2016-12-15,7.83,899270,NA,NA,46102,14029016,3093692,1481760000
"525",2016-12-16,7.86,901155,NA,NA,43953,14072969,3093692,1481846400
"526",2016-12-17,7.88,904251,NA,NA,39442,14112411,3093692,1481932800
"527",2016-12-18,7.87,906316,NA,NA,36640,14149051,3093692,1482019200
"528",2016-12-19,7.64,908427,NA,NA,45599,14194650,3093919,1482105600
"529",2016-12-20,7.66,910765,NA,NA,44241,14238891,3093958,1482192000
"530",2016-12-21,7.91,912667,NA,NA,50793,14289684,3093983,1482278400
"531",2016-12-22,7.58,921440,NA,NA,55173,14344857,3094024,1482364800
"532",2016-12-23,7.17,925590,NA,NA,44391,14389248,3093674,1482451200
"533",2016-12-24,7.27,927358,NA,NA,37757,14427005,3093674,1482537600
"534",2016-12-25,7.18,928670,NA,NA,36601,14463606,3093674,1482624000
"535",2016-12-26,7.27,930087,NA,NA,34565,14498171,3093674,1482710400
"536",2016-12-27,7.17,931796,NA,NA,42370,14540541,3093674,1482796800
"537",2016-12-28,7.52,933815,NA,NA,43386,14583927,3093674,1482883200
"538",2016-12-29,8.28,936427,NA,NA,46546,14630473,3093674,1482969600
"539",2016-12-30,8.16,938850,NA,NA,44561,14675034,3093674,1483056000
"540",2016-12-31,7.97,941811,12,NA,41220,14716254,3093674,1483142400
"541",2017-01-01,8.17,943417,NA,0,38730,14754984,3093674,1483228800
"542",2017-01-02,8.38,945665,NA,0,39652,14794636,3093700,1483315200
"543",2017-01-03,9.73,948326,NA,0,45883,14840519,3093700,1483401600
"544",2017-01-04,11.25,951853,NA,0,50673,14891192,3093701,1483488000
"545",2017-01-05,10.25,955172,NA,1,49596,14940788,3093610,1483574400
"546",2017-01-06,10.25,958484,NA,1,43804,14984592,3093316,1483660800
"547",2017-01-07,9.87,961114,NA,0,43622,15028214,3093316,1483747200
"548",2017-01-08,10.29,963314,NA,0,42727,15070941,3091733,1483833600
"549",2017-01-09,10.33,965736,NA,0,46188,15117129,3091991,1483920000
"550",2017-01-10,10.55,968054,NA,0,48179,15165308,3091991,1484006400
"551",2017-01-11,9.72,970329,NA,1,45221,15210529,3104987,1484092800
"552",2017-01-12,9.86,973959,NA,1,50589,15261118,3111618,1484179200
"553",2017-01-13,9.77,977582,NA,0,50833,15311951,3111649,1484265600
"554",2017-01-14,9.65,981025,NA,0,42044,15353995,3111649,1484352000
"555",2017-01-15,9.9,983455,NA,0,41748,15395743,3111649,1484438400
"556",2017-01-16,9.64,985864,NA,0,45375,15441118,3111640,1484524800
"557",2017-01-17,10.3,988571,NA,0,46671,15487789,3111756,1484611200
"558",2017-01-18,10.23,991171,NA,0,44994,15532783,3111733,1484697600
"559",2017-01-19,10.4,993689,NA,0,43628,15576411,3111733,1484784000
"560",2017-01-20,10.6,996812,NA,0,45775,15622186,3111952,1484870400
"561",2017-01-21,10.91,999192,NA,0,43302,15665488,3111952,1484956800
"562",2017-01-22,10.7,1001830,NA,0,47432,15712920,3111968,1485043200
"563",2017-01-23,10.82,1004532,NA,2,46076,15758996,3111972,1485129600
"564",2017-01-24,10.63,1006944,NA,1,50414,15809410,3111968,1485216000
"565",2017-01-25,10.57,1009369,NA,0,46256,15855666,3111855,1485302400
"566",2017-01-26,10.59,1012519,NA,0,46856,15902522,3111897,1485388800
"567",2017-01-27,10.54,1014907,NA,0,46680,15949202,3111897,1485475200
"568",2017-01-28,10.56,1017588,NA,1,45189,15994391,3111897,1485561600
"569",2017-01-29,10.48,1019716,NA,0,42509,16036900,3111897,1485648000
"570",2017-01-30,10.57,1022347,NA,0,45369,16082269,3112071,1485734400
"571",2017-01-31,10.73,1024108,19,0,43649,16125918,3112810,1485820800
"572",2017-02-01,10.73,1026094,NA,0,44541,16170459,3112797,1485907200
"573",2017-02-02,10.82,1028070,NA,1,43709,16214168,3113056,1485993600
"574",2017-02-03,11.11,1029880,NA,1,42778,16256946,3114265,1486080000
"575",2017-02-04,11.43,1032097,NA,1,45410,16302356,3114265,1486166400
"576",2017-02-05,11.35,1033882,NA,1,46542,16348898,3114265,1486252800
"577",2017-02-06,11.39,1035599,NA,0,47306,16396204,3114265,1486339200
"578",2017-02-07,11.52,1037811,NA,0,51866,16448070,3114265,1486425600
"579",2017-02-08,11.43,1040358,NA,0,51089,16499159,3114286,1486512000
"580",2017-02-09,11.03,1042268,NA,1,47873,16547032,3114286,1486598400
"581",2017-02-10,11.28,1044332,NA,1,52222,16599254,3114288,1486684800
"582",2017-02-11,11.35,1046267,NA,0,46560,16645814,3114288,1486771200
"583",2017-02-12,11.4,1048901,NA,1,45319,16691133,3114313,1486857600
"584",2017-02-13,11.27,1051104,NA,0,55990,16747123,3150223,1486944000
"585",2017-02-14,13.03,1053923,NA,1,58298,16805421,3150291,1487030400
"586",2017-02-15,12.92,1056702,NA,1,55320,16860741,3150290,1487116800
"587",2017-02-16,12.9,1058825,NA,1,49674,16910415,3147357,1487203200
"588",2017-02-17,12.68,1060926,NA,0,49406,16959821,3147363,1487289600
"589",2017-02-18,12.81,1063883,NA,2,49398,17009219,3151068,1487376000
"590",2017-02-19,12.76,1065920,NA,1,48227,17057446,3154889,1487462400
"591",2017-02-20,12.43,1068400,NA,0,50152,17107598,3155045,1487548800
"592",2017-02-21,12.67,1071424,NA,0,58434,17166032,3155065,1487635200
"593",2017-02-22,12.6,1073757,NA,1,50372,17216404,3155300,1487721600
"594",2017-02-23,13.12,1076071,NA,1,47601,17264005,3155551,1487808000
"595",2017-02-24,13.07,1078758,NA,0,54081,17318086,3155551,1487894400
"596",2017-02-25,13.55,1081093,NA,0,53245,17371331,3155551,1487980800
"597",2017-02-26,14.52,1083604,NA,0,51716,17423047,3154357,1488067200
"598",2017-02-27,15.4,1086792,NA,0,52642,17475689,3154489,1488153600
"599",2017-02-28,15.82,1091303,15,0,60277,17535966,3154512,1488240000
"600",2017-03-01,17.35,1098329,NA,0,59774,17595740,3154980,1488326400
"601",2017-03-02,19.03,1104821,NA,1,70779,17666519,3155172,1488412800
"602",2017-03-03,19.46,1111646,NA,0,64294,17730813,3155178,1488499200
"603",2017-03-04,18.62,1115958,NA,0,58756,17789569,3155178,1488585600
"604",2017-03-05,19.3,1120047,NA,0,57031,17846600,3157266,1488672000
"605",2017-03-06,19.61,1124705,NA,0,57020,17903620,3157521,1488758400
"606",2017-03-07,18.89,1128534,NA,0,62589,17966209,3157520,1488844800
"607",2017-03-08,16.65,1132810,NA,1,55386,18021595,3155143,1488931200
"608",2017-03-09,17.75,1139420,NA,1,64266,18085861,3157531,1489017600
"609",2017-03-10,19.33,1145555,NA,0,65132,18150993,3157531,1489104000
"610",2017-03-11,21.47,1151496,NA,0,64803,18215796,3157531,1489190400
"611",2017-03-12,23.44,1158864,NA,0,66646,18282442,3157531,1489276800
"612",2017-03-13,28.59,1170758,NA,1,81718,18364160,3157531,1489363200
"613",2017-03-14,28.65,1180408,NA,0,77155,18441315,3157510,1489449600
"614",2017-03-15,35.06,1190919,NA,0,81205,18522520,3157510,1489536000
"615",2017-03-16,46.35,1208579,NA,1,109950,18632470,3157468,1489622400
"616",2017-03-17,46.83,1224321,NA,0,106635,18739105,3157468,1489708800
"617",2017-03-18,34.16,1236276,NA,1,89920,18829025,3157468,1489795200
"618",2017-03-19,44.74,1244923,NA,0,84599,18913624,3157468,1489881600
"619",2017-03-20,43.39,1254137,NA,0,80264,18993888,3157486,1489968000
"620",2017-03-21,43.15,1264243,NA,1,84298,19078186,3157486,1490054400
"621",2017-03-22,42.34,1272509,NA,0,78821,19157007,3158281,1490140800
"622",2017-03-23,43.68,1280501,NA,0,82434,19239441,3165209,1490227200
"623",2017-03-24,53.11,1291931,NA,0,87775,19327216,3165248,1490313600
"624",2017-03-25,51.25,1301464,NA,1,84394,19411610,3165248,1490400000
"625",2017-03-26,50.52,1308803,NA,1,79534,19491144,3165248,1490486400
"626",2017-03-27,49.67,1320623,NA,1,94570,19585714,3165248,1490572800
"627",2017-03-28,50.77,1329617,NA,1,84348,19670062,3165284,1490659200
"628",2017-03-29,53.13,1338529,NA,0,93064,19763126,3165286,1490745600
"629",2017-03-30,52.21,1352837,NA,0,96209,19859335,3165286,1490832000
"630",2017-03-31,50.04,1367188,13,1,103102,19962437,3165242,1490918400
"631",2017-04-01,50.7,1374894,NA,0,80572,20043009,3165242,1491004800
"632",2017-04-02,48.75,1385185,NA,1,88948,20131957,3165242,1491091200
"633",2017-04-03,44.36,1398126,NA,3,100221,20232178,3165242,1491177600
"634",2017-04-04,44.64,1408346,NA,0,86279,20318457,3165863,1491264000
"635",2017-04-05,45.3,1418641,NA,0,87411,20405868,3165889,1491350400
"636",2017-04-06,43.24,1432417,NA,0,95177,20501045,3173509,1491436800
"637",2017-04-07,42.16,1440597,NA,1,92846,20593891,3173259,1491523200
"638",2017-04-08,44.31,1447313,NA,0,72144,20666035,3173278,1491609600
"639",2017-04-09,43.27,1453300,NA,0,74557,20740592,3173926,1491696000
"640",2017-04-10,43.44,1460327,NA,0,75487,20816079,3196601,1491782400
"641",2017-04-11,43.41,1466464,NA,1,75891,20891970,3196601,1491868800
"642",2017-04-12,46.29,1476683,NA,0,80347,20972317,3204039,1491955200
"643",2017-04-13,50.22,1485120,NA,0,84124,21056441,3204177,1492041600
"644",2017-04-14,47.57,1492214,NA,0,81155,21137596,3204362,1492128000
"645",2017-04-15,49.1,1498803,NA,0,74820,21212416,3204362,1492214400
"646",2017-04-16,48.72,1503386,NA,0,70634,21283050,3204362,1492300800
"647",2017-04-17,48.3,1509763,NA,0,72546,21355596,3204362,1492387200
"648",2017-04-18,50.71,1518090,NA,0,83303,21438899,3204409,1492473600
"649",2017-04-19,48.31,1526805,NA,1,85734,21524633,3204409,1492560000
"650",2017-04-20,49.67,1536829,NA,0,85450,21610083,3204503,1492646400
"651",2017-04-21,48.22,1548026,NA,1,81278,21691361,3204503,1492732800
"652",2017-04-22,48.55,1555797,NA,1,73539,21764900,3204503,1492819200
"653",2017-04-23,48.49,1562427,NA,0,77073,21841973,3204503,1492905600
"654",2017-04-24,50.03,1572073,NA,1,80531,21922504,3204492,1492992000
"655",2017-04-25,49.89,1580035,NA,1,93033,22015537,3204667,1493078400
"656",2017-04-26,52.72,1596565,NA,0,89642,22105179,3204778,1493164800
"657",2017-04-27,62.17,1612349,NA,0,104494,22209673,3204778,1493251200
"658",2017-04-28,70.16,1624667,NA,0,106193,22315866,3204878,1493337600
"659",2017-04-29,68.38,1635440,NA,1,91335,22407201,3204878,1493424000
"660",2017-04-30,79.02,1647543,16,0,95202,22502403,3204878,1493510400
"661",2017-05-01,76.3,1663543,NA,0,112202,22614605,3204878,1493596800
"662",2017-05-02,77.26,1678680,NA,1,110354,22724959,3204915,1493683200
"663",2017-05-03,79.72,1690254,NA,0,97334,22822293,3205509,1493769600
"664",2017-05-04,96.98,1708629,NA,2,114877,22937170,3205682,1493856000
"665",2017-05-05,94.4,1724130,NA,0,108514,23045684,3206001,1493942400
"666",2017-05-06,97.81,1739516,NA,0,95014,23140698,3206001,1494028800
"667",2017-05-07,94.01,1758488,NA,0,106631,23247329,3206001,1494115200
"668",2017-05-08,91.42,1777158,NA,0,117509,23364838,3206408,1494201600
"669",2017-05-09,91.16,1797526,NA,3,112933,23477771,3206407,1494288000
"670",2017-05-10,89.52,1817872,NA,0,109673,23587444,3206431,1494374400
"671",2017-05-11,89.88,1837631,NA,0,117189,23704633,3206587,1494460800
"672",2017-05-12,88.66,1853657,NA,2,107241,23811874,3206630,1494547200
"673",2017-05-13,90.84,1867571,NA,1,101332,23913206,3206828,1494633600
"674",2017-05-14,90.79,1881351,NA,2,101348,24014554,3206828,1494720000
"675",2017-05-15,92.41,1899209,NA,0,122792,24137346,3206828,1494806400
"676",2017-05-16,89.44,1919681,NA,1,116341,24253687,3207357,1494892800
"677",2017-05-17,89.86,1942480,NA,1,140135,24393822,3207357,1494979200
"678",2017-05-18,96.91,1964727,NA,1,137409,24531231,3207357,1495065600
"679",2017-05-19,129.53,1993428,NA,1,161568,24692799,3207380,1495152000
"680",2017-05-20,126.52,2017264,NA,0,130912,24823711,3207380,1495238400
"681",2017-05-21,157.94,2041878,NA,3,149699,24973410,3207380,1495324800
"682",2017-05-22,174.26,2074888,NA,0,176255,25149665,3207424,1495411200
"683",2017-05-23,181.95,2119587,NA,1,187121,25336786,3207489,1495497600
"684",2017-05-24,190.05,2162097,NA,0,187293,25524079,3210266,1495584000
"685",2017-05-25,174.45,2201139,NA,0,183010,25707089,3210325,1495670400
"686",2017-05-26,160.4,2235403,NA,1,169818,25876907,3210326,1495756800
"687",2017-05-27,157.76,2262189,NA,3,149450,26026357,3210326,1495843200
"688",2017-05-28,170.51,2288310,NA,1,155271,26181628,3210326,1495929600
"689",2017-05-29,194.91,2316858,NA,1,158547,26340175,3210482,1496016000
"690",2017-05-30,231.91,2360680,NA,2,193618,26533793,3210587,1496102400
"691",2017-05-31,230.67,2406002,18,4,214126,26747919,3210587,1496188800
"692",2017-06-01,222.24,2445012,NA,0,199160,26947079,3211354,1496275200
"693",2017-06-02,223.78,2486438,NA,0,194911,27141990,3211354,1496361600
"694",2017-06-03,224.38,2521601,NA,0,175666,27317656,3211354,1496448000
"695",2017-06-04,245.33,2557692,NA,1,180136,27497792,3211354,1496534400
"696",2017-06-05,248.46,2595526,NA,1,190305,27688097,3211354,1496620800
"697",2017-06-06,264.47,2638490,NA,1,200523,27888620,3211361,1496707200
"698",2017-06-07,258.07,2682778,NA,0,207180,28095800,3211621,1496793600
"699",2017-06-08,261.67,2720240,NA,2,187700,28283500,3211621,1496880000
"700",2017-06-09,281.74,2760852,NA,2,215831,28499331,3211621,1496966400
"701",2017-06-10,337.67,2804195,NA,3,213356,28712687,3211621,1497052800
"702",2017-06-11,340.61,2859713,NA,2,240490,28953177,3211621,1497139200
"703",2017-06-12,401.49,2919025,NA,1,292941,29246118,3211621,1497225600
"704",2017-06-13,397.54,2978427,NA,2,280054,29526172,3211684,1497312000
"705",2017-06-14,359.05,3031828,NA,1,250410,29776582,3211684,1497398400
"706",2017-06-15,361.93,3084273,NA,2,261617,30038199,3211681,1497484800
"707",2017-06-16,370.23,3132387,NA,1,248003,30286202,3211681,1497571200
"708",2017-06-17,379.41,3178828,NA,0,242022,30528224,3211681,1497657600
"709",2017-06-18,371.46,3231660,NA,1,245957,30774181,3211681,1497744000
"710",2017-06-19,370.06,3292231,NA,6,286209,31060390,3211681,1497830400
"711",2017-06-20,359,3354447,NA,0,308488,31368878,3211797,1497916800
"712",2017-06-21,336.87,3386889,NA,3,221289,31590167,3212773,1498003200
"713",2017-06-22,336.37,3442987,NA,0,284225,31874392,3213224,1498089600
"714",2017-06-23,341.74,3499011,NA,2,276012,32150404,3213247,1498176000
"715",2017-06-24,323.7,3549828,NA,1,250570,32400974,3213247,1498262400
"716",2017-06-25,303.25,3593921,NA,1,231135,32632109,3213247,1498348800
"717",2017-06-26,272.69,3646944,NA,0,316788,32948897,3213683,1498435200
"718",2017-06-27,293.09,3688934,NA,0,252995,33201892,3214127,1498521600
"719",2017-06-28,327.93,3739249,NA,1,274241,33476133,3213515,1498608000
"720",2017-06-29,302.88,3787958,NA,1,263791,33739924,3213606,1498694400
"721",2017-06-30,294.92,3835524,22,2,252652,33992576,3213605,1498780800
"722",2017-07-01,274.6,3871530,NA,1,240465,34233041,3213605,1498867200
"723",2017-07-02,287.99,3905337,NA,0,248617,34481658,3213605,1498953600
"724",2017-07-03,282.9,3960081,NA,1,302032,34783690,3213605,1499040000
"725",2017-07-04,273.3,4010868,NA,1,281465,35065155,3213555,1499126400
"726",2017-07-05,268.77,4053898,NA,2,271606,35336761,3213555,1499212800
"727",2017-07-06,270.55,4089182,NA,0,258791,35595552,3213567,1499299200
"728",2017-07-07,245.99,4131556,NA,2,295389,35890941,3213567,1499385600
"729",2017-07-08,251.7,4169731,NA,3,248142,36139083,3213567,1499472000
"730",2017-07-09,242.14,4199674,NA,0,225189,36364272,3213567,1499558400
"731",2017-07-10,215.36,4236883,NA,2,302633,36666905,3213672,1499644800
"732",2017-07-11,197.4,4279139,NA,2,291677,36958582,3213653,1499731200
"733",2017-07-12,230.77,4320310,NA,2,283828,37242410,3213653,1499817600
"734",2017-07-13,209.73,4368629,NA,0,260745,37503155,3213653,1499904000
"735",2017-07-14,199.66,4400742,NA,2,249381,37752536,709823,1499990400
"736",2017-07-15,170.66,4428324,NA,1,231961,37984497,709823,1500076800
"737",2017-07-16,157.36,4460257,NA,0,249138,38233635,709823,1500163200
"738",2017-07-17,193.42,4498727,NA,0,248473,38482108,709616,1500249600
"739",2017-07-18,234.39,4548962,NA,1,271055,38753163,709616,1500336000
"740",2017-07-19,199.7,4584881,NA,0,270122,39023285,709609,1500422400
"741",2017-07-20,227.26,4626800,NA,1,250065,39273350,709609,1500508800
"742",2017-07-21,218.31,4665313,NA,2,232560,39505910,709609,1500595200
"743",2017-07-22,229.48,4692029,NA,2,205574,39711484,709609,1500681600
"744",2017-07-23,225.95,4728803,NA,0,260490,39971974,709609,1500768000
"745",2017-07-24,224.71,4766918,NA,2,263095,40235069,709609,1500854400
"746",2017-07-25,206.71,4807986,NA,2,242956,40478025,709677,1500940800
"747",2017-07-26,203.95,4842532,NA,1,223010,40701035,709677,1501027200
"748",2017-07-27,204.32,4872429,NA,1,225435,40926470,709677,1501113600
"749",2017-07-28,193.12,4903853,NA,0,246494,41172964,710009,1501200000
"750",2017-07-29,205.79,4930947,NA,0,198773,41371737,710009,1501286400
"751",2017-07-30,197.98,4974090,NA,1,206624,41578361,710009,1501372800
"752",2017-07-31,203.87,5010515,20,3,250090,41828451,710324,1501459200
"753",2017-08-01,226.77,5049868,NA,1,218582,42047033,710336,1501545600
"754",2017-08-02,219.95,5088235,NA,1,231068,42278101,710336,1501632000
"755",2017-08-03,225.34,5129817,NA,2,236335,42514436,710347,1501718400
"756",2017-08-04,223.07,5169164,NA,1,257160,42771596,710347,1501804800
"757",2017-08-05,256.51,5207095,NA,2,261400,43032996,710347,1501891200
"758",2017-08-06,261.57,5250459,NA,2,265127,43298123,710347,1501977600
"759",2017-08-07,269.18,5302339,NA,0,281172,43579295,710381,1502064000
"760",2017-08-08,296.77,5357059,NA,2,318866,43898161,710427,1502150400
"761",2017-08-09,296.03,5409615,NA,0,280308,44178469,710427,1502236800
"762",2017-08-10,295.89,5469308,NA,1,338241,44516710,710427,1502323200
"763",2017-08-11,308.86,5529892,NA,0,356682,44873392,710309,1502409600
"764",2017-08-12,310.6,5585573,NA,2,338654,45212046,710309,1502496000
"765",2017-08-13,298.06,5647075,NA,0,333011,45545057,710309,1502582400
"766",2017-08-14,300.1,5725888,NA,0,410061,45955118,726814,1502668800
"767",2017-08-15,289.82,5810917,NA,6,413246,46368364,727320,1502755200
"768",2017-08-16,302.27,5866922,NA,0,413624,46781988,727551,1502841600
"769",2017-08-17,301.46,5934207,NA,6,428007,47209995,727616,1502928000
"770",2017-08-18,295.59,6004737,NA,0,443356,47653351,728084,1503014400
"771",2017-08-19,297.47,6067912,NA,2,377418,48030769,728084,1503100800
"772",2017-08-20,301.43,6127189,NA,0,309926,48340695,728084,1503187200
"773",2017-08-21,321.59,6186106,NA,0,392880,48733575,728132,1503273600
"774",2017-08-22,314.79,6252808,NA,2,364727,49098302,728132,1503360000
"775",2017-08-23,317.52,6322823,NA,1,374711,49473013,728703,1503446400
"776",2017-08-24,325.61,6375451,NA,1,352465,49825478,728718,1503532800
"777",2017-08-25,331.92,6425907,NA,5,352621,50178099,728676,1503619200
"778",2017-08-26,333.88,6471420,NA,1,306268,50484367,728676,1503705600
"779",2017-08-27,347.89,6521068,NA,2,324173,50808540,728676,1503792000
"780",2017-08-28,347.75,6574380,NA,3,363799,51172339,728691,1503878400
"781",2017-08-29,370.67,6636587,NA,1,394649,51566988,728691,1503964800
"782",2017-08-30,378.49,6703644,NA,1,400220,51967208,728691,1504051200
"783",2017-08-31,383.04,6771516,24,4,384421,52351629,728691,1504137600
"784",2017-09-01,387.74,6837885,NA,4,390997,52742626,728691,1504224000
"785",2017-09-02,348.98,6892287,NA,4,331797,53074423,728691,1504310400
"786",2017-09-03,347.48,6941689,NA,2,302525,53376948,728691,1504396800
"787",2017-09-04,295.17,7004719,NA,2,442592,53819540,728753,1504483200
"788",2017-09-05,312.99,7067974,NA,1,444572,54264112,730004,1504569600
"789",2017-09-06,334.34,7136790,NA,1,496376,54760488,731444,1504656000
"790",2017-09-07,329.43,7201288,NA,2,448347,55208835,731445,1504742400
"791",2017-09-08,296.5,7267913,NA,1,463670,55672505,732014,1504828800
"792",2017-09-09,294.4,7329084,NA,1,383654,56056159,731981,1504915200
"793",2017-09-10,288.75,7379849,NA,0,325128,56381287,731981,1505001600
"794",2017-09-11,294.53,7444820,NA,0,365384,56746671,731989,1505088000
"795",2017-09-12,291.46,7508515,NA,0,404898,57151569,732027,1505174400
"796",2017-09-13,277.11,7563718,NA,1,365679,57517248,732029,1505260800
"797",2017-09-14,213.91,7618435,NA,1,380251,57897499,732043,1505347200
"798",2017-09-15,250.46,7679736,NA,2,441767,58339266,732060,1505433600
"799",2017-09-16,246.52,7729925,NA,0,373764,58713030,732060,1505520000
"800",2017-09-17,251.75,7772453,NA,1,289517,59002547,732060,1505606400
"801",2017-09-18,293.5,7822945,NA,1,362764,59365311,732060,1505692800
"802",2017-09-19,282.8,7878304,NA,2,337752,59703063,732061,1505779200
"803",2017-09-20,283.74,7943832,NA,0,324984,60028047,732059,1505865600
"804",2017-09-21,258.58,8006858,NA,1,317074,60345121,732834,1505952000
"805",2017-09-22,264.31,8042491,NA,0,271470,60616591,732850,1506038400
"806",2017-09-23,286.17,8078626,NA,0,260107,60876698,732850,1506124800
"807",2017-09-24,282.48,8112522,NA,3,280929,61157627,732850,1506211200
"808",2017-09-25,292.33,8153119,NA,1,306614,61464241,739304,1506297600
"809",2017-09-26,287.44,8211953,NA,0,306075,61770316,739335,1506384000
"810",2017-09-27,306.47,8269803,NA,0,309047,62079363,739581,1506470400
"811",2017-09-28,299.15,8323753,NA,1,329208,62408571,739581,1506556800
"812",2017-09-29,291.47,8364828,NA,4,326502,62735073,739581,1506643200
"813",2017-09-30,301.46,8406110,24,2,295798,63030871,739581,1506729600
"814",2017-10-01,302.34,8439924,NA,0,283871,63314742,739636,1506816000
"815",2017-10-02,297.48,8487975,NA,1,306095,63620837,739661,1506902400
"816",2017-10-03,292.46,8537491,NA,1,327906,63948743,739665,1506988800
"817",2017-10-04,292.66,8583378,NA,0,307399,64256142,739665,1507075200
"818",2017-10-05,295.86,8622252,NA,3,314808,64570950,739790,1507161600
"819",2017-10-06,308.59,8660904,NA,1,319882,64890832,740063,1507248000
"820",2017-10-07,311.12,8696647,NA,2,291091,65181923,740063,1507334400
"821",2017-10-08,308.61,8738451,NA,0,296829,65478752,740063,1507420800
"822",2017-10-09,297.39,8791812,NA,0,328172,65806924,737946,1507507200
"823",2017-10-10,299.87,8837358,NA,3,349605,66156529,737963,1507593600
"824",2017-10-11,303.46,8880536,NA,2,344305,66500834,738198,1507680000
"825",2017-10-12,304.14,8930073,NA,0,363411,66864245,738220,1507766400
"826",2017-10-13,338.76,8982527,NA,0,379136,67243381,738242,1507852800
"827",2017-10-14,339.63,9026250,NA,1,332169,67575550,738239,1507939200
"828",2017-10-15,336.6,9075349,NA,1,328921,67904471,738239,1508025600
"829",2017-10-16,333.38,9135201,NA,2,408297,68312768,738239,1508112000
"830",2017-10-17,317.08,9195945,NA,3,505611,68818379,738618,1508198400
"831",2017-10-18,314.32,9250984,NA,1,470449,69288828,738618,1508284800
"832",2017-10-19,308.09,9320260,NA,1,494184,69783012,738618,1508371200
"833",2017-10-20,304.01,9391327,NA,2,546837,70329849,738826,1508457600
"834",2017-10-21,300.19,9450402,NA,0,462902,70792751,738826,1508544000
"835",2017-10-22,295.45,9508412,NA,0,435493,71228244,738826,1508630400
"836",2017-10-23,286.95,9581597,NA,2,468168,71696412,738826,1508716800
"837",2017-10-24,298.33,9668925,NA,7,492288,72188700,740453,1508803200
"838",2017-10-25,297.93,9742825,NA,1,460419,72649119,740425,1508889600
"839",2017-10-26,296.53,9815741,NA,0,466406,73115525,740425,1508976000
"840",2017-10-27,297.42,9877222,NA,1,486147,73601672,740428,1509062400
"841",2017-10-28,296.3,9919259,NA,0,484554,74086226,740428,1509148800
"842",2017-10-29,305.09,9962016,NA,4,494176,74580402,740428,1509235200
"843",2017-10-30,307.75,10016332,NA,2,532626,75113028,740431,1509321600
"844",2017-10-31,305.88,10090762,20,1,519906,75632934,740431,1509408000
"845",2017-11-01,291.69,10170977,NA,3,527783,76160717,740431,1509494400
"846",2017-11-02,287.43,10265149,NA,4,529277,76689994,740431,1509580800
"847",2017-11-03,305.71,10334844,NA,3,485790,77175784,746020,1509667200
"848",2017-11-04,300.47,10389337,NA,1,398758,77574542,746020,1509753600
"849",2017-11-05,296.26,10440241,NA,1,417102,77991644,746020,1509840000
"850",2017-11-06,298.89,10503649,NA,3,511663,78503307,746020,1509926400
"851",2017-11-07,294.66,10557839,NA,0,470418,78973725,746020,1510012800
"852",2017-11-08,309.07,10557839,NA,0,NA,78973725,746017,1510099200
"853",2017-11-09,320.88,10557839,NA,0,NA,78973725,746037,1510185600
"854",2017-11-10,299.25,10557839,NA,1,NA,78973725,746039,1510272000
"855",2017-11-11,314.68,10557839,NA,2,NA,78973725,746039,1510358400
"856",2017-11-12,307.91,10557839,NA,1,NA,78973725,769613,1510444800
"857",2017-11-13,316.72,10557839,NA,1,NA,78973725,774727,1510531200
"858",2017-11-14,337.63,10557839,NA,1,NA,78973725,776259,1510617600
"859",2017-11-15,333.36,10557839,NA,1,NA,78973725,776364,1510704000
"860",2017-11-16,330.92,10557839,NA,1,NA,78973725,776367,1510790400
"861",2017-11-17,332.39,10557839,NA,2,NA,78973725,776395,1510876800
"862",2017-11-18,347.61,10557839,NA,4,NA,78973725,776395,1510963200
"863",2017-11-19,354.39,10557839,NA,2,NA,78973725,776395,1511049600
"864",2017-11-20,366.73,10557839,NA,1,NA,78973725,776564,1511136000
"865",2017-11-21,360.4,10557839,NA,3,NA,78973725,776566,1511222400
"866",2017-11-22,380.65,10557839,NA,1,NA,78973725,776566,1511308800
"867",2017-11-23,410.17,10557839,NA,0,NA,78973725,776566,1511395200
"868",2017-11-24,474.91,10557839,NA,1,NA,78973725,778127,1511481600
"869",2017-11-25,466.28,10557839,NA,2,NA,78973725,778127,1511568000
"870",2017-11-26,471.33,10557839,NA,1,NA,78973725,778127,1511654400
"871",2017-11-27,480.36,10557839,NA,2,NA,78973725,778183,1511740800
"872",2017-11-28,472.9,10557839,NA,0,NA,78973725,778190,1511827200
